timestamp,Open,High,Low,Close,Volume
2025-04-01,3129.699951171875,3149.5,3104.0,3118.89990234375,1721
2025-04-02,3120.699951171875,3168.60009765625,3117.39990234375,3139.89990234375,5946
2025-04-03,3150.0,3166.89990234375,3052.0,3097.0,5516
2025-04-04,3110.5,3127.699951171875,3011.0,3012.0,3247
2025-04-07,3016.39990234375,3050.800048828125,2949.699951171875,2951.300048828125,4424
2025-04-08,2994.0,3014.5,2968.39990234375,2968.39990234375,3213
2025-04-09,2965.800048828125,3090.39990234375,2965.800048828125,3056.5,2175
2025-04-10,3073.89990234375,3167.0,3072.10009765625,3155.199951171875,3456
2025-04-11,3182.10009765625,3235.0,3182.10009765625,3222.199951171875,862
2025-04-14,3215.5,3228.800048828125,3194.5,3204.800048828125,263
2025-04-15,3216.0,3218.699951171875,3214.0,3218.699951171875,390
2025-04-16,3238.300048828125,3334.89990234375,3238.300048828125,3326.60009765625,1874
2025-04-17,3345.0,3345.0,3287.800048828125,3308.699951171875,824
2025-04-21,3342.199951171875,3418.5,3342.199951171875,3406.199951171875,78
2025-04-22,3422.199951171875,3485.60009765625,3361.699951171875,3400.800048828125,785
2025-04-23,3321.199951171875,3370.300048828125,3256.199951171875,3276.300048828125,331
2025-04-24,3305.39990234375,3353.89990234375,3304.89990234375,3332.0,560
2025-04-25,3355.5,3355.5,3266.10009765625,3282.39990234375,162
2025-04-28,3284.5,3332.5,3284.5,3332.5,1300
2025-04-29,3340.0,3340.0,3299.89990234375,3318.800048828125,1278
